Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Month,DayOfWeek
339-38-9982,b,mandalay,member,male,fashion accessories,0.554,0.111,0.122,0.122,2019-01-13,14:55,ewallet,0.122,0.0,0.122,0.45,January,Sunday
827-44-5872,b,mandalay,member,female,food and beverages,0.493,1.0,0.595,0.595,2019-02-07,11:28,credit card,0.595,0.0,0.595,0.35,February,Thursday
827-77-7633,a,yangon,normal,male,sports and travel,0.979,0.889,0.974,0.974,2019-02-17,19:41,cash,0.974,0.0,0.974,0.883,February,Sunday
287-83-1405,a,yangon,normal,male,health and beauty,0.171,0.556,0.159,0.159,2019-02-12,19:01,ewallet,0.159,0.0,0.159,0.5,February,Tuesday
435-13-4908,a,yangon,member,male,fashion accessories,0.852,0.778,0.762,0.762,2019-01-24,18:04,credit card,0.762,0.0,0.762,0.533,January,Thursday
857-67-9057,b,mandalay,normal,male,electronic accessories,0.143,1.0,0.245,0.245,2019-02-06,19:20,ewallet,0.245,0.0,0.245,0.7,February,Wednesday
236-27-1144,c,naypyitaw,normal,female,food and beverages,0.069,0.889,0.152,0.152,2019-03-26,10:31,ewallet,0.152,0.0,0.152,0.733,March,Tuesday
892-05-6689,a,yangon,normal,female,home and lifestyle,0.203,0.444,0.147,0.147,2019-03-11,13:28,ewallet,0.147,0.0,0.147,0.367,March,Monday
583-41-4548,c,naypyitaw,normal,male,home and lifestyle,0.073,0.667,0.119,0.119,2019-02-07,11:36,ewallet,0.119,0.0,0.119,0.567,February,Thursday
339-12-4827,b,mandalay,member,female,fashion accessories,0.711,0.0,0.071,0.071,2019-01-05,11:32,credit card,0.071,0.0,0.071,0.167,January,Saturday
643-38-7867,a,yangon,normal,male,home and lifestyle,0.978,0.0,0.098,0.098,2019-03-07,11:44,ewallet,0.098,0.0,0.098,0.483,March,Thursday
308-81-0538,a,yangon,normal,female,fashion accessories,0.701,0.333,0.315,0.315,2019-02-25,17:16,credit card,0.315,0.0,0.315,0.15,February,Monday
358-88-9262,c,naypyitaw,member,female,food and beverages,0.861,0.556,0.574,0.574,2019-02-01,18:43,ewallet,0.574,0.0,0.574,0.183,February,Friday
460-35-4390,a,yangon,normal,male,home and lifestyle,0.229,0.222,0.091,0.091,2019-01-22,11:00,ewallet,0.091,0.0,0.091,0.85,January,Tuesday
343-87-0864,c,naypyitaw,member,male,health and beauty,0.732,0.0,0.073,0.073,2019-01-03,10:30,credit card,0.073,0.0,0.073,0.517,January,Thursday
173-50-1108,b,mandalay,member,female,sports and travel,0.112,0.333,0.079,0.079,2019-02-13,12:14,credit card,0.079,0.0,0.079,0.167,February,Wednesday
243-47-2663,c,naypyitaw,member,male,electronic accessories,0.097,0.556,0.114,0.114,2019-01-28,16:43,credit card,0.114,0.0,0.114,0.25,January,Monday
841-18-8232,b,mandalay,normal,female,food and beverages,0.68,0.0,0.068,0.068,2019-01-05,20:40,credit card,0.068,0.0,0.068,0.867,January,Saturday
701-23-5550,b,mandalay,member,male,home and lifestyle,0.32,0.333,0.162,0.162,2019-03-19,13:40,ewallet,0.162,0.0,0.162,0.15,March,Tuesday
647-50-1224,a,yangon,normal,female,fashion accessories,0.215,1.0,0.317,0.317,2019-01-12,16:23,ewallet,0.317,0.0,0.317,0.817,January,Saturday
541-48-8554,a,yangon,normal,male,sports and travel,0.566,0.889,0.601,0.601,2019-01-07,12:08,credit card,0.601,0.0,0.601,0.333,January,Monday
539-21-7227,b,mandalay,normal,female,sports and travel,0.461,0.444,0.276,0.276,2019-01-26,17:45,cash,0.276,0.0,0.276,0.033,January,Saturday
213-32-1216,a,yangon,normal,female,electronic accessories,0.623,0.556,0.431,0.431,2019-01-23,10:28,cash,0.431,0.0,0.431,0.55,January,Wednesday
747-58-7183,b,mandalay,normal,male,fashion accessories,0.525,0.222,0.18,0.18,2019-02-09,20:31,ewallet,0.18,0.0,0.18,0.417,February,Saturday
582-52-8065,b,mandalay,normal,female,fashion accessories,0.492,0.889,0.534,0.534,2019-02-22,10:49,cash,0.534,0.0,0.534,0.817,February,Friday
210-57-1719,b,mandalay,normal,female,health and beauty,0.536,0.889,0.573,0.573,2019-02-05,12:34,cash,0.573,0.0,0.573,0.95,February,Tuesday
399-69-4630,c,naypyitaw,normal,male,electronic accessories,0.135,0.556,0.137,0.137,2019-03-07,10:23,credit card,0.137,0.0,0.137,0.767,March,Thursday
134-75-2619,a,yangon,member,male,electronic accessories,0.103,0.667,0.14,0.14,2019-03-25,18:51,cash,0.14,0.0,0.14,0.483,March,Monday
356-44-8813,b,mandalay,normal,male,home and lifestyle,0.305,0.222,0.114,0.114,2019-01-20,13:45,credit card,0.114,0.0,0.114,0.617,January,Sunday
198-66-9832,b,mandalay,member,female,fashion accessories,0.689,0.111,0.149,0.149,2019-02-04,19:38,cash,0.149,0.0,0.149,0.917,February,Monday
712-39-0363,a,yangon,member,male,food and beverages,0.351,0.556,0.268,0.268,2019-01-02,15:24,ewallet,0.268,0.0,0.268,0.267,January,Wednesday
218-59-9410,a,yangon,member,female,home and lifestyle,0.694,0.222,0.231,0.231,2019-03-29,16:54,ewallet,0.231,0.0,0.231,0.7,March,Friday
174-75-0888,b,mandalay,normal,male,electronic accessories,0.128,0.889,0.205,0.205,2019-03-14,12:32,cash,0.205,0.0,0.205,0.55,March,Thursday
866-99-7614,c,naypyitaw,normal,male,food and beverages,0.88,1.0,0.984,0.984,2019-02-11,15:42,credit card,0.984,0.0,0.984,0.067,February,Monday
134-54-4720,b,mandalay,normal,female,electronic accessories,0.36,0.778,0.367,0.367,2019-01-30,13:58,ewallet,0.367,0.0,0.367,0.283,January,Wednesday
760-90-2357,a,yangon,member,male,electronic accessories,0.717,0.556,0.487,0.487,2019-03-20,15:08,ewallet,0.487,0.0,0.487,0.167,March,Wednesday
514-37-2845,b,mandalay,normal,male,fashion accessories,0.992,0.111,0.21,0.21,2019-03-20,13:02,cash,0.21,0.0,0.21,0.833,March,Wednesday
698-98-5964,a,yangon,normal,female,food and beverages,0.791,1.0,0.895,0.895,2019-01-17,13:01,credit card,0.895,0.0,0.895,0.383,January,Thursday
718-57-9773,c,naypyitaw,normal,female,sports and travel,0.437,1.0,0.539,0.539,2019-02-03,16:40,credit card,0.539,0.0,0.539,0.9,February,Sunday
651-88-7328,a,yangon,normal,female,fashion accessories,0.619,0.889,0.649,0.649,2019-01-01,13:55,cash,0.649,0.0,0.649,0.617,January,Tuesday
241-11-2261,b,mandalay,normal,female,fashion accessories,0.776,0.667,0.612,0.612,2019-01-10,10:33,credit card,0.612,0.0,0.612,0.25,January,Thursday
408-26-9866,c,naypyitaw,normal,female,sports and travel,0.711,0.667,0.566,0.566,2019-03-02,16:42,ewallet,0.566,0.0,0.566,0.017,March,Saturday
834-83-1826,b,mandalay,member,female,home and lifestyle,0.801,0.444,0.446,0.446,2019-02-25,17:16,credit card,0.446,0.0,0.446,0.6,February,Monday
343-61-3544,b,mandalay,member,male,sports and travel,0.185,1.0,0.286,0.286,2019-01-29,11:48,cash,0.286,0.0,0.286,0.767,January,Tuesday
239-48-4278,a,yangon,member,male,food and beverages,0.001,0.667,0.068,0.068,2019-03-10,19:35,ewallet,0.068,0.0,0.068,0.717,March,Sunday
355-34-6244,b,mandalay,normal,male,food and beverages,0.693,0.111,0.15,0.15,2019-01-13,19:55,credit card,0.15,0.0,0.15,0.683,January,Sunday
550-84-8664,a,yangon,normal,male,sports and travel,0.844,0.444,0.468,0.468,2019-03-22,14:33,credit card,0.468,0.0,0.468,0.767,March,Friday
339-96-8318,b,mandalay,member,male,fashion accessories,0.793,0.667,0.624,0.624,2019-03-01,19:49,ewallet,0.624,0.0,0.624,0.383,March,Friday
458-61-0011,b,mandalay,normal,male,food and beverages,0.559,0.333,0.258,0.258,2019-02-20,18:43,cash,0.258,0.0,0.258,0.3,February,Wednesday
592-34-6155,c,naypyitaw,normal,male,food and beverages,0.241,0.333,0.13,0.13,2019-01-14,14:43,ewallet,0.13,0.0,0.13,0.367,January,Monday
797-88-0493,a,yangon,normal,female,health and beauty,0.603,0.333,0.275,0.275,2019-03-26,13:54,cash,0.275,0.0,0.275,0.617,March,Tuesday
207-73-1363,b,mandalay,normal,male,health and beauty,0.661,0.111,0.144,0.144,2019-03-01,12:15,ewallet,0.144,0.0,0.144,0.683,March,Friday
390-31-6381,c,naypyitaw,normal,male,food and beverages,0.191,0.222,0.08,0.08,2019-01-07,12:37,cash,0.08,0.0,0.08,0.55,January,Monday
443-82-0585,a,yangon,member,female,health and beauty,0.752,0.333,0.335,0.335,2019-02-01,19:54,cash,0.335,0.0,0.335,0.733,February,Friday
339-18-7061,c,naypyitaw,member,female,fashion accessories,0.922,0.111,0.196,0.196,2019-02-13,15:06,credit card,0.196,0.0,0.196,0.667,February,Wednesday
359-90-3665,b,mandalay,member,female,fashion accessories,0.089,0.333,0.069,0.069,2019-01-14,18:03,credit card,0.069,0.0,0.069,0.917,January,Monday
375-72-3056,b,mandalay,normal,male,sports and travel,0.589,0.222,0.2,0.2,2019-01-19,15:58,ewallet,0.2,0.0,0.2,0.5,January,Saturday
127-47-6963,a,yangon,normal,male,health and beauty,0.463,0.333,0.219,0.219,2019-03-09,13:53,credit card,0.219,0.0,0.219,0.967,March,Saturday
278-86-2735,a,yangon,normal,female,food and beverages,0.47,0.222,0.164,0.164,2019-03-27,14:03,cash,0.164,0.0,0.164,0.867,March,Wednesday
695-28-6250,a,yangon,normal,female,sports and travel,0.367,0.444,0.229,0.229,2019-02-04,16:38,ewallet,0.229,0.0,0.229,0.617,February,Monday
379-17-6588,c,naypyitaw,normal,male,fashion accessories,0.551,1.0,0.654,0.654,2019-03-14,11:07,cash,0.654,0.0,0.654,0.217,March,Thursday
227-50-3718,a,yangon,normal,male,health and beauty,0.051,0.444,0.07,0.07,2019-03-04,12:23,cash,0.07,0.0,0.07,0.067,March,Monday
302-15-2162,c,naypyitaw,member,male,health and beauty,0.406,0.556,0.3,0.3,2019-03-03,10:54,credit card,0.3,0.0,0.3,0.05,March,Sunday
788-07-8452,c,naypyitaw,member,female,home and lifestyle,0.158,0.667,0.178,0.178,2019-01-27,17:38,ewallet,0.178,0.0,0.178,0.9,January,Sunday
560-49-6611,a,yangon,member,female,sports and travel,0.395,0.0,0.04,0.04,2019-02-07,14:13,cash,0.04,0.0,0.04,0.967,February,Thursday
880-35-0356,a,yangon,member,female,sports and travel,0.725,0.222,0.24,0.24,2019-02-05,11:51,ewallet,0.24,0.0,0.24,0.133,February,Tuesday
585-11-6748,b,mandalay,member,male,sports and travel,0.965,0.222,0.313,0.313,2019-03-15,13:05,cash,0.313,0.0,0.313,0.217,March,Friday
470-31-3286,b,mandalay,normal,male,health and beauty,0.053,0.222,0.038,0.038,2019-03-01,11:30,credit card,0.038,0.0,0.038,0.783,March,Friday
152-68-2907,a,yangon,normal,male,food and beverages,0.469,0.222,0.163,0.163,2019-02-15,13:30,credit card,0.163,0.0,0.163,0.917,February,Friday
123-35-4896,c,naypyitaw,normal,female,sports and travel,0.407,0.889,0.457,0.457,2019-02-17,19:11,ewallet,0.457,0.0,0.457,0.217,February,Sunday
258-69-7810,c,naypyitaw,normal,female,fashion accessories,0.298,0.444,0.194,0.194,2019-01-26,18:53,cash,0.194,0.0,0.194,0.867,January,Saturday
334-64-2006,a,yangon,member,female,home and lifestyle,0.67,0.111,0.146,0.146,2019-03-24,14:22,ewallet,0.146,0.0,0.146,0.933,March,Sunday
219-61-4139,c,naypyitaw,normal,male,electronic accessories,0.812,0.0,0.081,0.081,2019-01-23,17:16,ewallet,0.081,0.0,0.081,0.4,January,Wednesday
881-41-7302,c,naypyitaw,normal,female,fashion accessories,0.611,0.0,0.061,0.061,2019-01-26,10:06,credit card,0.061,0.0,0.061,0.083,January,Saturday
373-09-4567,c,naypyitaw,normal,male,food and beverages,0.751,1.0,0.854,0.854,2019-03-14,20:35,ewallet,0.854,0.0,0.854,0.483,March,Thursday
642-30-6693,b,mandalay,normal,female,sports and travel,0.494,0.556,0.354,0.354,2019-03-17,13:54,ewallet,0.354,0.0,0.354,0.633,March,Sunday
484-22-8230,c,naypyitaw,member,female,fashion accessories,0.465,0.667,0.394,0.394,2019-01-08,20:08,cash,0.394,0.0,0.394,0.083,January,Tuesday
830-58-2383,b,mandalay,normal,male,home and lifestyle,0.241,0.333,0.13,0.13,2019-02-08,15:26,cash,0.13,0.0,0.13,0.767,February,Friday
559-98-9873,a,yangon,member,female,fashion accessories,0.485,0.667,0.408,0.408,2019-02-10,12:56,ewallet,0.408,0.0,0.408,0.2,February,Sunday
544-32-5024,c,naypyitaw,member,female,food and beverages,0.442,0.333,0.211,0.211,2019-03-28,19:16,credit card,0.211,0.0,0.211,0.4,March,Thursday
318-12-0304,a,yangon,normal,male,fashion accessories,0.228,0.0,0.023,0.023,2019-01-23,12:20,ewallet,0.023,0.0,0.023,0.2,January,Wednesday
349-97-8902,b,mandalay,member,male,food and beverages,0.532,0.111,0.118,0.118,2019-01-17,10:37,ewallet,0.118,0.0,0.118,0.817,January,Thursday
421-95-9805,a,yangon,normal,female,electronic accessories,0.21,0.0,0.021,0.021,2019-02-07,10:18,credit card,0.021,0.0,0.021,0.367,February,Thursday
277-35-5865,c,naypyitaw,member,female,food and beverages,0.989,0.889,0.982,0.982,2019-03-09,11:23,cash,0.982,0.0,0.982,0.45,March,Saturday
789-23-8625,b,mandalay,member,male,fashion accessories,0.925,0.222,0.301,0.301,2019-01-24,11:45,cash,0.301,0.0,0.301,0.533,January,Thursday
284-54-4231,c,naypyitaw,member,male,sports and travel,0.788,0.0,0.079,0.079,2019-01-19,16:08,credit card,0.079,0.0,0.079,0.833,January,Saturday
443-59-0061,a,yangon,member,male,food and beverages,0.638,1.0,0.741,0.741,2019-02-03,11:25,ewallet,0.741,0.0,0.741,0.033,February,Sunday
509-29-3912,a,yangon,member,female,sports and travel,0.319,0.889,0.377,0.377,2019-03-20,12:24,ewallet,0.377,0.0,0.377,0.033,March,Wednesday
327-40-9673,b,mandalay,member,male,sports and travel,0.696,0.556,0.475,0.475,2019-01-13,19:51,cash,0.475,0.0,0.475,0.483,January,Sunday
840-19-2096,c,naypyitaw,member,male,electronic accessories,0.866,0.444,0.479,0.479,2019-03-14,18:10,ewallet,0.479,0.0,0.479,0.067,March,Thursday
828-46-6863,a,yangon,member,male,food and beverages,0.984,0.556,0.648,0.648,2019-01-23,11:22,credit card,0.648,0.0,0.648,0.0,January,Wednesday
641-96-3695,c,naypyitaw,member,female,fashion accessories,0.371,0.556,0.28,0.28,2019-02-07,17:55,ewallet,0.28,0.0,0.28,0.75,February,Thursday
420-97-3340,a,yangon,normal,female,food and beverages,0.685,0.222,0.229,0.229,2019-03-28,15:30,credit card,0.229,0.0,0.229,0.867,March,Thursday
436-54-4512,a,yangon,member,female,food and beverages,0.907,0.0,0.091,0.091,2019-03-20,19:44,cash,0.091,0.0,0.091,0.967,March,Wednesday
670-79-6321,b,mandalay,member,female,home and lifestyle,0.94,0.667,0.727,0.727,2019-01-17,15:27,credit card,0.727,0.0,0.727,0.15,January,Thursday
852-62-7105,b,mandalay,normal,female,fashion accessories,0.814,1.0,0.917,0.917,2019-01-12,11:25,credit card,0.917,0.0,0.917,0.067,January,Saturday
598-06-7312,b,mandalay,member,male,fashion accessories,0.904,0.0,0.091,0.091,2019-02-16,15:42,cash,0.091,0.0,0.091,0.467,February,Saturday
135-13-8269,b,mandalay,member,female,food and beverages,0.765,0.111,0.165,0.165,2019-01-26,16:04,cash,0.165,0.0,0.165,0.85,January,Saturday
816-57-2053,a,yangon,normal,male,sports and travel,0.565,0.111,0.124,0.124,2019-03-09,12:37,ewallet,0.124,0.0,0.124,0.783,March,Saturday
628-90-8624,b,mandalay,member,male,health and beauty,0.807,1.0,0.91,0.91,2019-03-14,14:41,cash,0.91,0.0,0.91,0.167,March,Thursday
856-66-2701,a,yangon,member,male,home and lifestyle,0.481,0.222,0.167,0.167,2019-01-25,14:19,ewallet,0.167,0.0,0.167,0.583,January,Friday
308-39-1707,a,yangon,normal,female,fashion accessories,0.022,0.0,0.002,0.002,2019-01-26,18:19,credit card,0.002,0.0,0.002,0.7,January,Saturday
149-61-1929,a,yangon,normal,male,sports and travel,0.602,1.0,0.705,0.705,2019-01-19,14:08,credit card,0.705,0.0,0.705,0.45,January,Saturday
655-07-2265,a,yangon,normal,male,electronic accessories,0.759,0.222,0.251,0.251,2019-03-05,16:38,ewallet,0.251,0.0,0.251,0.233,March,Tuesday
589-02-8023,a,yangon,member,male,food and beverages,0.82,0.111,0.176,0.176,2019-01-15,10:54,credit card,0.176,0.0,0.176,0.5,January,Tuesday
420-04-7590,b,mandalay,normal,male,home and lifestyle,0.997,0.222,0.322,0.322,2019-03-18,11:29,ewallet,0.322,0.0,0.322,0.117,March,Monday
182-88-2763,b,mandalay,member,male,food and beverages,0.777,0.222,0.256,0.256,2019-03-20,19:28,credit card,0.256,0.0,0.256,0.167,March,Wednesday
188-55-0967,b,mandalay,member,male,health and beauty,0.627,1.0,0.73,0.73,2019-01-15,15:01,credit card,0.73,0.0,0.73,0.167,January,Tuesday
610-46-4100,a,yangon,normal,male,health and beauty,0.21,0.667,0.215,0.215,2019-03-03,20:31,credit card,0.215,0.0,0.215,0.333,March,Sunday
318-81-2368,c,naypyitaw,normal,female,electronic accessories,0.402,0.0,0.04,0.04,2019-03-19,12:16,cash,0.04,0.0,0.04,0.383,March,Tuesday
364-33-8584,b,mandalay,member,female,food and beverages,0.084,0.444,0.087,0.087,2019-03-08,15:27,cash,0.087,0.0,0.087,0.75,March,Friday
665-63-9737,b,mandalay,normal,male,fashion accessories,0.471,0.222,0.164,0.164,2019-02-27,17:36,ewallet,0.164,0.0,0.164,0.583,February,Wednesday
695-09-5146,b,mandalay,member,female,food and beverages,0.987,0.222,0.319,0.319,2019-02-23,20:00,ewallet,0.319,0.0,0.319,0.4,February,Saturday
155-45-3814,c,naypyitaw,member,female,electronic accessories,0.873,0.778,0.779,0.779,2019-03-19,15:29,ewallet,0.779,0.0,0.779,0.117,March,Tuesday
794-32-2436,b,mandalay,member,male,electronic accessories,0.507,0.111,0.113,0.113,2019-03-27,15:08,ewallet,0.113,0.0,0.113,0.333,March,Wednesday
131-15-8856,c,naypyitaw,member,female,food and beverages,0.695,0.778,0.636,0.636,2019-03-30,19:26,credit card,0.636,0.0,0.636,0.0,March,Saturday
273-84-2164,c,naypyitaw,member,male,electronic accessories,0.022,0.444,0.056,0.056,2019-02-16,15:53,ewallet,0.056,0.0,0.056,0.25,February,Saturday
706-36-6154,a,yangon,member,male,home and lifestyle,0.103,0.889,0.183,0.183,2019-01-18,18:43,ewallet,0.183,0.0,0.183,0.783,January,Friday
778-89-7974,c,naypyitaw,normal,male,health and beauty,0.669,0.556,0.459,0.459,2019-03-30,14:58,cash,0.459,0.0,0.459,0.567,March,Saturday
574-31-8277,b,mandalay,member,male,fashion accessories,0.262,0.0,0.026,0.026,2019-03-20,19:55,cash,0.026,0.0,0.026,0.267,March,Wednesday
859-71-0933,c,naypyitaw,member,female,sports and travel,0.06,0.111,0.023,0.023,2019-01-16,15:10,cash,0.023,0.0,0.023,0.383,January,Wednesday
740-11-5257,c,naypyitaw,normal,male,electronic accessories,0.163,1.0,0.265,0.265,2019-02-24,16:44,cash,0.265,0.0,0.265,0.517,February,Sunday
369-82-2676,b,mandalay,normal,male,electronic accessories,0.73,0.444,0.411,0.411,2019-01-15,18:22,ewallet,0.411,0.0,0.411,0.633,January,Tuesday
563-47-4072,b,mandalay,normal,female,health and beauty,0.509,0.556,0.362,0.362,2019-01-22,11:52,cash,0.362,0.0,0.362,0.983,January,Tuesday
742-04-5161,a,yangon,member,male,home and lifestyle,0.698,1.0,0.801,0.801,2019-02-03,17:24,cash,0.801,0.0,0.801,0.55,February,Sunday
149-15-7606,b,mandalay,member,male,sports and travel,0.303,0.889,0.363,0.363,2019-03-06,15:31,ewallet,0.363,0.0,0.363,0.183,March,Wednesday
133-77-3154,b,mandalay,member,male,fashion accessories,0.557,0.333,0.257,0.257,2019-02-16,18:04,credit card,0.257,0.0,0.257,0.9,February,Saturday
169-52-4504,a,yangon,normal,female,electronic accessories,0.062,0.222,0.041,0.041,2019-03-14,14:13,credit card,0.041,0.0,0.041,0.3,March,Thursday
250-81-7186,c,naypyitaw,normal,female,electronic accessories,0.997,0.0,0.1,0.1,2019-02-27,10:23,credit card,0.1,0.0,0.1,0.667,February,Wednesday
562-12-5430,a,yangon,member,female,fashion accessories,0.869,0.222,0.284,0.284,2019-01-18,10:11,ewallet,0.284,0.0,0.284,0.65,January,Friday
816-72-8853,a,yangon,member,female,sports and travel,0.199,0.444,0.144,0.144,2019-01-29,15:48,cash,0.144,0.0,0.144,0.317,January,Tuesday
491-38-3499,a,yangon,member,male,fashion accessories,0.505,0.0,0.051,0.051,2019-02-26,17:46,credit card,0.051,0.0,0.051,0.15,February,Tuesday
322-02-2271,b,mandalay,normal,female,sports and travel,0.366,0.222,0.132,0.132,2019-02-03,11:46,cash,0.132,0.0,0.132,0.883,February,Sunday
842-29-4695,c,naypyitaw,member,male,sports and travel,0.079,0.667,0.123,0.123,2019-01-16,12:07,credit card,0.123,0.0,0.123,0.65,January,Wednesday
725-67-2480,b,mandalay,member,female,fashion accessories,0.541,0.556,0.382,0.382,2019-03-24,18:14,credit card,0.382,0.0,0.382,0.317,March,Sunday
641-51-2661,c,naypyitaw,member,female,food and beverages,0.857,1.0,0.96,0.96,2019-02-12,14:45,credit card,0.96,0.0,0.96,0.983,February,Tuesday
714-02-3114,c,naypyitaw,normal,female,sports and travel,0.987,0.111,0.209,0.209,2019-02-21,11:39,cash,0.209,0.0,0.209,0.617,February,Thursday
518-17-2983,a,yangon,normal,female,fashion accessories,0.429,0.333,0.206,0.206,2019-02-04,15:44,ewallet,0.206,0.0,0.206,0.6,February,Monday
779-42-2410,b,mandalay,member,male,food and beverages,0.53,0.222,0.182,0.182,2019-02-20,13:06,ewallet,0.182,0.0,0.182,0.617,February,Wednesday
190-14-3147,b,mandalay,normal,female,health and beauty,0.088,0.333,0.069,0.069,2019-02-23,20:43,ewallet,0.069,0.0,0.069,0.4,February,Saturday
408-66-6712,c,naypyitaw,member,female,health and beauty,0.419,0.556,0.308,0.308,2019-02-16,14:19,ewallet,0.308,0.0,0.308,0.067,February,Saturday
679-22-6530,b,mandalay,normal,female,sports and travel,0.34,0.111,0.079,0.079,2019-01-17,10:01,credit card,0.079,0.0,0.079,0.017,January,Thursday
588-47-8641,a,yangon,member,male,fashion accessories,0.511,1.0,0.614,0.614,2019-01-14,19:30,ewallet,0.614,0.0,0.614,0.067,January,Monday
642-61-4706,b,mandalay,member,male,food and beverages,0.927,0.111,0.197,0.197,2019-03-30,16:34,cash,0.197,0.0,0.197,0.25,March,Saturday
576-31-4774,b,mandalay,normal,female,health and beauty,0.705,0.222,0.234,0.234,2019-03-02,13:10,ewallet,0.234,0.0,0.234,0.0,March,Saturday
556-41-6224,c,naypyitaw,normal,male,health and beauty,0.262,0.778,0.289,0.289,2019-02-15,17:10,credit card,0.289,0.0,0.289,0.883,February,Friday
811-03-8790,a,yangon,normal,female,electronic accessories,0.394,1.0,0.496,0.496,2019-03-01,10:22,credit card,0.496,0.0,0.496,0.133,March,Friday
242-11-3142,b,mandalay,member,male,fashion accessories,0.82,0.111,0.176,0.176,2019-02-24,19:57,cash,0.176,0.0,0.176,0.1,February,Sunday
752-23-3760,b,mandalay,member,female,sports and travel,0.601,0.667,0.489,0.489,2019-02-19,19:29,credit card,0.489,0.0,0.489,0.55,February,Tuesday
274-05-5470,a,yangon,member,female,food and beverages,0.705,0.333,0.317,0.317,2019-02-23,18:30,cash,0.317,0.0,0.317,0.333,February,Saturday
648-94-3045,c,naypyitaw,normal,male,health and beauty,0.544,1.0,0.646,0.646,2019-02-07,14:27,ewallet,0.646,0.0,0.646,0.683,February,Thursday
130-67-4723,a,yangon,member,male,food and beverages,0.427,0.556,0.313,0.313,2019-01-11,13:57,ewallet,0.313,0.0,0.313,0.9,January,Friday
528-87-5606,b,mandalay,member,female,electronic accessories,0.327,0.0,0.033,0.033,2019-02-12,19:43,cash,0.033,0.0,0.033,0.417,February,Tuesday
320-85-2052,b,mandalay,normal,female,sports and travel,0.275,0.0,0.027,0.027,2019-01-14,10:11,credit card,0.027,0.0,0.027,0.5,January,Monday
370-96-0655,c,naypyitaw,normal,female,fashion accessories,0.437,0.556,0.319,0.319,2019-01-09,13:46,ewallet,0.319,0.0,0.319,0.517,January,Wednesday
105-10-6182,a,yangon,member,male,fashion accessories,0.127,0.111,0.037,0.037,2019-02-27,12:22,ewallet,0.037,0.0,0.037,0.433,February,Wednesday
510-79-0415,b,mandalay,member,female,sports and travel,0.145,0.556,0.143,0.143,2019-01-24,19:20,ewallet,0.143,0.0,0.143,0.15,January,Thursday
241-96-5076,b,mandalay,member,female,home and lifestyle,0.434,0.111,0.098,0.098,2019-01-08,12:58,credit card,0.098,0.0,0.098,0.4,January,Tuesday
767-97-4650,b,mandalay,member,female,sports and travel,0.609,0.111,0.133,0.133,2019-01-08,11:59,credit card,0.133,0.0,0.133,0.667,January,Tuesday
648-83-1321,a,yangon,member,male,home and lifestyle,0.595,1.0,0.698,0.698,2019-01-16,17:59,cash,0.698,0.0,0.698,0.05,January,Wednesday
173-57-2300,c,naypyitaw,member,male,sports and travel,0.699,0.111,0.151,0.151,2019-03-13,12:51,cash,0.151,0.0,0.151,0.35,March,Wednesday
305-03-2383,a,yangon,normal,female,food and beverages,0.634,0.222,0.213,0.213,2019-02-15,10:36,cash,0.213,0.0,0.213,0.583,February,Friday
394-55-6384,c,naypyitaw,member,female,sports and travel,0.669,0.889,0.693,0.693,2019-01-25,13:38,cash,0.693,0.0,0.693,0.45,January,Friday
266-20-6657,c,naypyitaw,member,male,food and beverages,0.5,0.667,0.418,0.418,2019-03-12,19:39,ewallet,0.418,0.0,0.418,0.2,March,Tuesday
689-05-1884,a,yangon,member,male,health and beauty,0.429,1.0,0.531,0.531,2019-03-04,12:44,cash,0.531,0.0,0.531,0.8,March,Monday
196-01-2849,c,naypyitaw,member,female,fashion accessories,0.704,0.667,0.562,0.562,2019-02-10,13:56,cash,0.562,0.0,0.562,0.917,February,Sunday
372-62-5264,c,naypyitaw,normal,female,food and beverages,0.473,0.889,0.517,0.517,2019-01-16,14:42,cash,0.517,0.0,0.517,0.6,January,Wednesday
800-09-8606,a,yangon,member,female,home and lifestyle,0.86,0.444,0.476,0.476,2019-01-29,19:45,cash,0.476,0.0,0.476,0.433,January,Tuesday
182-52-7000,a,yangon,member,female,sports and travel,0.189,0.333,0.109,0.109,2019-01-01,20:26,ewallet,0.109,0.0,0.109,0.483,January,Tuesday
826-58-8051,b,mandalay,normal,male,home and lifestyle,0.58,0.333,0.266,0.266,2019-01-06,19:46,ewallet,0.266,0.0,0.266,0.05,January,Sunday
868-06-0466,a,yangon,member,male,electronic accessories,0.662,0.889,0.687,0.687,2019-02-19,19:38,credit card,0.687,0.0,0.687,0.633,February,Tuesday
626-43-7888,c,naypyitaw,normal,female,fashion accessories,0.56,0.778,0.528,0.528,2019-02-07,12:23,ewallet,0.528,0.0,0.528,0.933,February,Thursday
176-64-7711,b,mandalay,normal,male,food and beverages,0.247,0.222,0.097,0.097,2019-03-27,19:11,credit card,0.097,0.0,0.097,0.05,March,Wednesday
191-29-0321,b,mandalay,member,female,fashion accessories,0.108,1.0,0.209,0.209,2019-02-27,18:57,credit card,0.209,0.0,0.209,0.167,February,Wednesday
729-06-2010,b,mandalay,member,male,health and beauty,0.783,0.889,0.797,0.797,2019-01-06,11:18,cash,0.797,0.0,0.797,0.867,January,Sunday
